ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	genome	KO	desc	scaffold	start	end	gene_symbol	protein_domain	evalue	strand	ncbitaxid	taxlineage	taxgroup	taxclade
path:map00520	Amino sugar and nucleotide sugar metabolism	4/12	28/614	0.001338182	0.009367272	0.008451674	AAA795-I06_00168	4	AAA795-I06	K01654,K15898,K18430	synthase	AAA795-I06_10	5969	7009	NA	NA	NA	-	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map01120	Microbial metabolism in diverse environments	6/12	73/614	0.001195909	0.009367272	0.008451674	AAA795-I06_00172	6	AAA795-I06	K01845,K07257,K15681	Aminotransferase class-III	AAA795-I06_10	10376	12436	NA	NA	NA	-	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map00520	Amino sugar and nucleotide sugar metabolism	4/12	28/614	0.001338182	0.009367272	0.008451674	AAA795-I06_00175	4	AAA795-I06	K13010,K15895	DegT/DnrJ/EryC1/StrS aminotransferase family	AAA795-I06_10	13978	15183	NA	NA	NA	-	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map00520	Amino sugar and nucleotide sugar metabolism	4/12	28/614	0.001338182	0.009367272	0.008451674	AAA795-I06_00176	4	AAA795-I06	K15894,K17716	Polysaccharide biosynthesis protein	AAA795-I06_10	15290	16303	NA	NA	NA	-	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map01120	Microbial metabolism in diverse environments	6/12	73/614	0.001195909	0.009367272	0.008451674	AAA795-I06_00178	6	AAA795-I06	K01841,K03417	Phosphoenolpyruvate phosphomutase	AAA795-I06_10	17168	18469	PEPM	TIGR02320	1.4E-122	+	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map01120	Microbial metabolism in diverse environments	6/12	73/614	0.001195909	0.009367272	0.008451674	AAA795-I06_00179	6	AAA795-I06	K09459	Phosphonopyruvate decarboxylase	AAA795-I06_10	18470	19621	PPDA	TIGR03297	3.1E-144	+	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map01120	Microbial metabolism in diverse environments	6/12	73/614	0.001195909	0.009367272	0.008451674	AAA795-I06_00180	6	AAA795-I06	K00001	iron-containing alcohol dehydrogenase	AAA795-I06_10	19634	20761	PPDH	PF00465	1.1E-79	+	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map00520	Amino sugar and nucleotide sugar metabolism	4/12	28/614	0.001338182	0.009367272	0.008451674	AAA795-I06_00188	4	AAA795-I06	K00604,K10011	Modifies the free amino group of the aminoacyl moiety of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by (I) promoting its recognition by IF2 and (II) impairing its binding to EFTu-GTP (By similarity)	AAA795-I06_10	26945	27910	NA	NA	NA	-	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map01120	Microbial metabolism in diverse environments	6/12	73/614	0.001195909	0.009367272	0.008451674	AAA795-I06_00191	6	AAA795-I06	K01783	ribulose-phosphate 3-epimerase	AAA795-I06_10	30867	34691	NA	NA	NA	-	1219	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AAA795-I06	Prochlorococcus	HLII
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00653	8	AG-670-L08	K01790	Dtdp-4-dehydrorhamnose 3,5-epimerase	AG-670-L08_8	1718	2236	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00655	8	AG-670-L08	K19180	Nad-dependent epimerase dehydratase	AG-670-L08_8	3468	4316	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00665	8	AG-670-L08	K00001	iron-containing alcohol dehydrogenase	AG-670-L08_8	11967	13100	PPDH	PF00465	2.6E-66	-	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00665	8	AG-670-L08	K00001	iron-containing alcohol dehydrogenase	AG-670-L08_8	11967	13100	PPDH	PF00465	2.6E-66	-	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00666	8	AG-670-L08	K09459	Phosphonopyruvate decarboxylase	AG-670-L08_8	13120	14256	PPDA	TIGR03297	1.3E-140	-	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00666	8	AG-670-L08	K09459	Phosphonopyruvate decarboxylase	AG-670-L08_8	13120	14256	PPDA	TIGR03297	1.3E-140	-	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00667	8	AG-670-L08	K01841,K03417	Phosphoenolpyruvate phosphomutase	AG-670-L08_8	14259	15572	PEPM	TIGR02320	6.9E-124	-	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00667	8	AG-670-L08	K01841,K03417	Phosphoenolpyruvate phosphomutase	AG-670-L08_8	14259	15572	PEPM	TIGR02320	6.9E-124	-	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00670	8	AG-670-L08	K00860	Adenylylsulfate kinase	AG-670-L08_8	17749	18276	NA	NA	NA	-	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00672	8	AG-670-L08	K00001	alcohol dehydrogenase (EC 1.1.1.1	AG-670-L08_8	19232	20269	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00672	8	AG-670-L08	K00001	alcohol dehydrogenase (EC 1.1.1.1	AG-670-L08_8	19232	20269	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00673	8	AG-670-L08	K00615	Transketolase	AG-670-L08_8	20266	21093	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00673	8	AG-670-L08	K00615	Transketolase	AG-670-L08_8	20266	21093	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00674	8	AG-670-L08	K00615	Transketolase, central region	AG-670-L08_8	21099	22034	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01130	Biosynthesis of antibiotics	8/15	134/675	0.003632802	0.029062417	0.021032012	AG-670-L08_00674	8	AG-670-L08	K00615	Transketolase, central region	AG-670-L08_8	21099	22034	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map01120	Microbial metabolism in diverse environments	8/15	87/675	0.000168425	0.002694793	0.001950179	AG-670-L08_00676	8	AG-670-L08	K00822,K00833,K01607,K12256,K15785	Aminotransferase	AG-670-L08_8	22810	24153	NA	NA	NA	+	2162354	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4	Prochlorococcus	HLI
path:map00520	Amino sugar and nucleotide sugar metabolism	4/13	31/805	0.001013019	0.017221316	0.017061366	AG-670-B23_01314	4	AG-670-B23	K01654,K15898	synthase	AG-670-B23_18	18106	19155	NA	NA	NA	-	2161940	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae:Synechococcus;Synechococcus clade 5.1;Synechococcus subclade 5.1A;Synechococcus subsubclade II;Synechococcus sp. AG-670-B23	Synechococcus	Clade5.1
path:map00520	Amino sugar and nucleotide sugar metabolism	4/13	31/805	0.001013019	0.017221316	0.017061366	AG-670-B23_01317	4	AG-670-B23	K15897	pseudaminic acid biosynthesis-associated protein PseG	AG-670-B23_18	20055	21680	NA	NA	NA	-	2161940	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae:Synechococcus;Synechococcus clade 5.1;Synechococcus subclade 5.1A;Synechococcus subsubclade II;Synechococcus sp. AG-670-B23	Synechococcus	Clade5.1
path:map00520	Amino sugar and nucleotide sugar metabolism	4/13	31/805	0.001013019	0.017221316	0.017061366	AG-670-B23_01321	4	AG-670-B23	K13010,K15895	DegT/DnrJ/EryC1/StrS aminotransferase family	AG-670-B23_18	25376	26551	NA	NA	NA	-	2161940	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae:Synechococcus;Synechococcus clade 5.1;Synechococcus subclade 5.1A;Synechococcus subsubclade II;Synechococcus sp. AG-670-B23	Synechococcus	Clade5.1
path:map00520	Amino sugar and nucleotide sugar metabolism	4/13	31/805	0.001013019	0.017221316	0.017061366	AG-670-B23_01322	4	AG-670-B23	K15894,K17716	NmrA-like family	AG-670-B23_18	26564	27568	NA	NA	NA	-	2161940	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae:Synechococcus;Synechococcus clade 5.1;Synechococcus subclade 5.1A;Synechococcus subsubclade II;Synechococcus sp. AG-670-B23	Synechococcus	Clade5.1
path:map00520	Amino sugar and nucleotide sugar metabolism	6/15	28/606	2.10631E-05	0.000210631	0.000177373	AG-447-N18_00297	6	AG-447-N18	K01784,K12448	udp-glucose 4-epimerase	AG-447-N18_2	70643	71614	NA	NA	NA	-	2162004	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-447-N18	SAR11	Ia
path:map00520	Amino sugar and nucleotide sugar metabolism	6/15	28/606	2.10631E-05	0.000210631	0.000177373	AG-447-N18_00308	6	AG-447-N18	K01784	Nad-dependent epimerase dehydratase	AG-447-N18_2	81903	82823	NA	NA	NA	-	2162004	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-447-N18	SAR11	Ia
path:map00520	Amino sugar and nucleotide sugar metabolism	6/15	28/606	2.10631E-05	0.000210631	0.000177373	AG-447-N18_00309	6	AG-447-N18	K00978	Glucose-1-phosphate cytidylyltransferase	AG-447-N18_2	82816	83511	NA	NA	NA	-	2162004	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-447-N18	SAR11	Ia
path:map00520	Amino sugar and nucleotide sugar metabolism	6/15	28/606	2.10631E-05	0.000210631	0.000177373	AG-447-N18_00310	6	AG-447-N18	K01709	cDP-glucose 4,6-dehydratase	AG-447-N18_2	83508	84596	NA	NA	NA	-	2162004	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-447-N18	SAR11	Ia
path:map00520	Amino sugar and nucleotide sugar metabolism	6/15	28/606	2.10631E-05	0.000210631	0.000177373	AG-447-N18_00318	6	AG-447-N18	K15894,K17716	Polysaccharide biosynthesis protein	AG-447-N18_2	91527	92537	NA	NA	NA	-	2162004	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-447-N18	SAR11	Ia
path:map00520	Amino sugar and nucleotide sugar metabolism	6/15	28/606	2.10631E-05	0.000210631	0.000177373	AG-447-N18_00320	6	AG-447-N18	K13010,K15895	DegT/DnrJ/EryC1/StrS aminotransferase family	AG-447-N18_2	94264	95424	NA	NA	NA	-	2162004	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-447-N18	SAR11	Ia
path:map00520	Amino sugar and nucleotide sugar metabolism	6/28	29/755	0.000393227	0.012976485	0.012417689	RS40_00850	6	RS40	K01784	epimerase dehydratase	RS40_1	789618	790622	NA	NA	NA	+	1977865	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. RS40	SAR11	Ib
path:map00520	Amino sugar and nucleotide sugar metabolism	6/28	29/755	0.000393227	0.012976485	0.012417689	RS40_00851	6	RS40	K13010	DegT/DnrJ/EryC1/StrS aminotransferase family	RS40_1	790609	791769	NA	NA	NA	+	1977865	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. RS40	SAR11	Ib
path:map00520	Amino sugar and nucleotide sugar metabolism	6/28	29/755	0.000393227	0.012976485	0.012417689	RS40_00853	6	RS40	K01654,K18430	synthase	RS40_1	792641	793657	NA	NA	NA	+	1977865	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. RS40	SAR11	Ib
path:map00520	Amino sugar and nucleotide sugar metabolism	6/28	29/755	0.000393227	0.012976485	0.012417689	RS40_00854	6	RS40	K01791,K18429	UDP-N-acetylglucosamine 2-epimerase	RS40_1	793657	794823	NA	NA	NA	+	1977865	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. RS40	SAR11	Ib
path:map00520	Amino sugar and nucleotide sugar metabolism	6/28	29/755	0.000393227	0.012976485	0.012417689	RS40_00855	6	RS40	K00966,K16881	Glucose-1-phosphate cytidylyltransferase	RS40_1	794879	795931	NA	NA	NA	+	1977865	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. RS40	SAR11	Ib
path:map00520	Amino sugar and nucleotide sugar metabolism	6/28	29/755	0.000393227	0.012976485	0.012417689	RS40_00856	6	RS40	K01654,K18430	synthase	RS40_1	795954	796952	NA	NA	NA	+	1977865	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. RS40	SAR11	Ib
path:map00760	Nicotinate and nicotinamide metabolism	3/17	12/538	0.004848945	0.022628411	0.013611074	AG-345-F21_00668	3	AG-345-F21	K00324	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)	AG-345-F21_10	13592	14686	NA	NA	NA	+	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map00760	Nicotinate and nicotinamide metabolism	3/17	12/538	0.004848945	0.022628411	0.013611074	AG-345-F21_00669	3	AG-345-F21	K00322,K00324	transhydrogenase (subunit alpha	AG-345-F21_10	14689	15000	NA	NA	NA	+	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map00760	Nicotinate and nicotinamide metabolism	3/17	12/538	0.004848945	0.022628411	0.013611074	AG-345-F21_00670	3	AG-345-F21	K00325	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)	AG-345-F21_10	15000	16403	NA	NA	NA	+	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map00030	Pentose phosphate pathway	3/17	12/538	0.004848945	0.022628411	0.013611074	AG-345-F21_00671	3	AG-345-F21	K00616	Transaldolase	AG-345-F21_10	16403	17101	NA	NA	NA	+	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
path:map00710	Carbon fixation in photosynthetic organisms	3/17	10/538	0.002751931	0.022628411	0.013611074	AG-345-F21_00681	3	AG-345-F21	K01623	fructose-bisphosphate aldolase	AG-345-F21_10	22294	23307	NA	NA	NA	-	2162037	Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-345-F21	SAR11	IIa
