genome_id	contig_id	start	end
AG_436_O11	AG_436_O11_c	1526272	1533654
AG_436_O11	AG_436_O11_c	643462	654805
AG_436_O11	AG_436_O11_c	679686	703600
AG_436_O11	AG_436_O11_c	767918	797901
AG_436_O11	AG_436_O11_c	878978	897226
AG_436_O11	AG_436_O11_c	925515	963435
AG_436_O11	AG_436_O11_c	1033846	1088916
AG_436_O11	AG_436_O11_c	1096179	1132770
AG_436_O11	AG_436_O11_c	1149255	1161896
AG_442_D10	AG_442_D10_c	324363	354943
AG_442_D10	AG_442_D10_c	1305268	1349924
AG_442_D10	AG_442_D10_c	1465276	1469700
AG_442_D10	AG_442_D10_c	620111	628391
AG_442_D10	AG_442_D10_c	653040	703978
AG_442_D10	AG_442_D10_c	763554	774511
AG_442_D10	AG_442_D10_c	804380	826283
AG_442_D10	AG_442_D10_c	914506	975447
AG_442_D10	AG_442_D10_c	1060080	1093154
AG_442_D10	AG_442_D10_c	1117831	1130175
AG_442_D10	AG_442_D10_c	1151286	1213426
AG_442_M23	AG_442_M23_c	35771	52774
AG_442_M23	AG_442_M23_c	1081453	1129240
AG_442_M23	AG_442_M23_c	1154163	1167708
AG_442_M23	AG_442_M23_c	1189640	1252811
AG_442_M23	AG_442_M23_c	1348283	1410978
AG_442_M23	AG_442_M23_c	1513164	1520551
AG_442_M23	AG_442_M23_c	141764	161771
AG_442_M23	AG_442_M23_c	370017	389566
AG_442_M23	AG_442_M23_c	653949	662194
AG_442_M23	AG_442_M23_c	700605	729328
AG_442_M23	AG_442_M23_c	790421	800386
AG_442_M23	AG_442_M23_c	828651	840621
AG_442_M23	AG_442_M23_c	922577	956318
AG_442_M23	AG_442_M23_c	980941	985840
AG_442_N17	AG_442_N17_c	40470	47479
AG_442_N17	AG_442_N17_c	343166	400248
AG_442_N17	AG_442_N17_c	652641	663340
AG_442_N17	AG_442_N17_c	687930	717117
AG_442_N17	AG_442_N17_c	825050	836189
AG_442_N17	AG_442_N17_c	1116931	1133454
AG_442_N17	AG_442_N17_c	1167065	1183057
AG_442_N17	AG_442_N17_c	1202269	1241347
AG_442_N17	AG_442_N17_c	1345608	1410161
AG_449_P16	AG_449_P16_c	36614	44334
AG_449_P16	AG_449_P16_c	1056246	1162289
AG_449_P16	AG_449_P16_c	1184671	1221532
AG_449_P16	AG_449_P16_c	1373292	1481075
AG_449_P16	AG_449_P16_c	61490	70215
AG_449_P16	AG_449_P16_c	333199	389337
AG_449_P16	AG_449_P16_c	639207	644371
AG_449_P16	AG_449_P16_c	679531	701646
AG_449_P16	AG_449_P16_c	765464	771894
AG_449_P16	AG_449_P16_c	800233	815019
AG_449_P16	AG_449_P16_c	889562	970099
AG_449_P16	AG_449_P16_c	976309	981225
AG_455_O05	AG_455_O05_c	354630	364739
AG_455_O05	AG_455_O05_c	657753	663928
AG_455_O05	AG_455_O05_c	688235	698710
AG_455_O05	AG_455_O05_c	930540	976286
AG_455_O05	AG_455_O05_c	985187	990097
AG_455_O05	AG_455_O05_c	1062838	1131380
AG_455_O05	AG_455_O05_c	1165168	1172295
AG_455_O05	AG_455_O05_c	1220122	1261915
AG_455_O05	AG_455_O05_c	1318901	1377835
AG_459_A01	AG_459_A01_c	27128	38765
AG_459_A01	AG_459_A01_c	324093	365815
AG_459_A01	AG_459_A01_c	653137	702448
AG_459_A01	AG_459_A01_c	765272	777509
AG_459_A01	AG_459_A01_c	804369	974250
AG_459_A01	AG_459_A01_c	1073867	1084313
AG_459_A01	AG_459_A01_c	1144487	1216272
AG_459_A01	AG_459_A01_c	1306401	1345201
AG_459_A09	AG_459_A09_c	118309	124086
AG_459_A09	AG_459_A09_c	1052142	1117791
AG_459_A09	AG_459_A09_c	1135798	1214374
AG_459_A09	AG_459_A09_c	1303328	1375573
AG_459_A09	AG_459_A09_c	297269	374112
AG_459_A09	AG_459_A09_c	619984	635405
AG_459_A09	AG_459_A09_c	670013	683531
AG_459_A09	AG_459_A09_c	688767	702376
AG_459_A09	AG_459_A09_c	763557	776117
AG_459_A09	AG_459_A09_c	804368	815242
AG_459_A09	AG_459_A09_c	917554	973304
AG_459_A09	AG_459_A09_c	979517	984733
AG_459_J20	AG_459_J20_c	104977	126149
AG_459_J20	AG_459_J20_c	227702	368373
AG_459_J20	AG_459_J20_c	620082	826336
AG_459_J20	AG_459_J20_c	926030	950201
AG_459_J20	AG_459_J20_c	1057748	1087641
AG_459_J20	AG_459_J20_c	1105180	1126443
AG_459_J20	AG_459_J20_c	1147509	1207587
AG_459_J20	AG_459_J20_c	1307148	1341127
AG_459_M13	AG_459_M13_c	22832	30751
AG_459_M13	AG_459_M13_c	118350	153887
AG_459_M13	AG_459_M13_c	391867	404400
AG_459_M13	AG_459_M13_c	657341	707314
AG_459_M13	AG_459_M13_c	769490	795742
AG_459_M13	AG_459_M13_c	937783	986230
AG_459_M13	AG_459_M13_c	1112283	1142339
AG_459_M13	AG_459_M13_c	1190898	1320663
AG_459_M13	AG_459_M13_c	1359950	1428216
AG_459_O03	AG_459_O03_c	324341	367838
AG_459_O03	AG_459_O03_c	816312	826310
AG_459_O03	AG_459_O03_c	929844	984734
AG_459_O03	AG_459_O03_c	1060096	1106417
AG_459_O03	AG_459_O03_c	1119857	1221035
AG_459_O03	AG_459_O03_c	1304819	1390620
AG_459_P02	AG_459_P02_c	324428	404616
AG_459_P02	AG_459_P02_c	620087	667660
AG_459_P02	AG_459_P02_c	763095	774031
AG_459_P02	AG_459_P02_c	804981	826282
AG_459_P02	AG_459_P02_c	915180	975861
AG_459_P02	AG_459_P02_c	982398	987619
AG_459_P02	AG_459_P02_c	1063004	1103021
AG_459_P02	AG_459_P02_c	1128224	1138519
AG_459_P02	AG_459_P02_c	1306400	1351592
AG_459_P16	AG_459_P16_c	52241	60477
AG_459_P16	AG_459_P16_c	323821	359970
AG_459_P16	AG_459_P16_c	654148	702435
AG_459_P16	AG_459_P16_c	914507	973402
AG_459_P16	AG_459_P16_c	979555	984778
AG_459_P16	AG_459_P16_c	1047402	1216547
AG_459_P16	AG_459_P16_c	1310770	1367522
AG_459_P19	AG_459_P19_c	324091	389681
AG_459_P19	AG_459_P19_c	656503	702470
AG_459_P19	AG_459_P19_c	804368	829466
AG_459_P19	AG_459_P19_c	917804	1008528
AG_459_P19	AG_459_P19_c	1096755	1108782
AG_459_P19	AG_459_P19_c	1206440	1214408
AG_469_F15	AG_469_F15_c	320807	361003
AG_469_F15	AG_469_F15_c	595178	598519
AG_469_F15	AG_469_F15_c	652166	687226
AG_469_F15	AG_469_F15_c	1042281	1084872
AG_469_F15	AG_469_F15_c	1327992	1440927
AG_469_F22	AG_469_F22_c	125978	133140
AG_469_F22	AG_469_F22_c	1149713	1216265
AG_469_F22	AG_469_F22_c	1304220	1338283
AG_469_F22	AG_469_F22_c	314088	388826
AG_469_F22	AG_469_F22_c	608588	638242
AG_469_F22	AG_469_F22_c	662971	687091
AG_469_F22	AG_469_F22_c	922518	972983
AG_469_F22	AG_469_F22_c	979511	984734
AG_469_F22	AG_469_F22_c	1006146	1021778
AG_469_F22	AG_469_F22_c	1051888	1094540
AG_469_F22	AG_469_F22_c	1119223	1129937
AG_469_N22	AG_469_N22_c	33408	39479
AG_469_N22	AG_469_N22_c	1306449	1347180
AG_469_N22	AG_469_N22_c	333467	371718
AG_469_N22	AG_469_N22_c	595660	628377
AG_469_N22	AG_469_N22_c	654710	659320
AG_469_N22	AG_469_N22_c	765672	771642
AG_469_N22	AG_469_N22_c	804363	815198
AG_469_N22	AG_469_N22_c	891631	1084734
AG_469_N22	AG_469_N22_c	1109412	1122240
AG_469_N22	AG_469_N22_c	1137059	1215796
AG_670_J16	AG_670_J16_c	117544	129014
AG_670_J16	AG_670_J16_c	1163156	1211331
AG_670_J16	AG_670_J16_c	1305472	1367420
AG_670_J16	AG_670_J16_c	323129	328638
AG_670_J16	AG_670_J16_c	332632	381936
AG_670_J16	AG_670_J16_c	623072	631363
AG_670_J16	AG_670_J16_c	655947	678694
AG_670_J16	AG_670_J16_c	914536	973587
AG_670_J16	AG_670_J16_c	979799	985021
AG_670_J16	AG_670_J16_c	1060080	1102408
AG_670_J16	AG_670_J16_c	1127218	1139153
AG_670_K23	AG_670_K23_c	104981	109569
AG_670_K23	AG_670_K23_c	323889	329392
AG_670_K23	AG_670_K23_c	620091	624652
AG_670_K23	AG_670_K23_c	804365	985254
AG_670_K23	AG_670_K23_c	1080120	1124064
AG_670_L08	AG_670_L08_c	324984	368212
AG_670_L08	AG_670_L08_c	1305436	1367080
AG_670_L08	AG_670_L08_c	596989	628707
AG_670_L08	AG_670_L08_c	653829	705311
AG_670_L08	AG_670_L08_c	765159	775910
AG_670_L08	AG_670_L08_c	804358	826284
AG_670_L08	AG_670_L08_c	922918	957631
AG_670_L08	AG_670_L08_c	1060080	1087902
AG_670_L08	AG_670_L08_c	1112654	1124693
AG_670_L08	AG_670_L08_c	1144158	1214908
AG_670_L16	AG_670_L16_c	324085	346980
AG_670_L16	AG_670_L16_c	620091	624647
AG_670_L16	AG_670_L16_c	653245	684197
AG_670_L16	AG_670_L16_c	763543	841806
AG_670_L16	AG_670_L16_c	1003331	1087505
AG_670_L16	AG_670_L16_c	1112811	1367338
AG_670_N10	AG_670_N10_c	39111	48251
AG_670_N10	AG_670_N10_c	1050841	1090488
AG_670_N10	AG_670_N10_c	1128008	1142902
AG_670_N10	AG_670_N10_c	1163811	1205332
AG_670_N10	AG_670_N10_c	1305992	1351201
AG_670_N10	AG_670_N10_c	60079	76161
AG_670_N10	AG_670_N10_c	136888	149133
AG_670_N10	AG_670_N10_c	336629	369480
AG_670_N10	AG_670_N10_c	622589	630155
AG_670_N10	AG_670_N10_c	656879	701916
AG_670_N10	AG_670_N10_c	766886	777174
AG_670_N10	AG_670_N10_c	812178	819762
AG_670_N10	AG_670_N10_c	914519	973405
AG_670_O07	AG_670_O07_c	37147	43565
AG_670_O07	AG_670_O07_c	1107940	1143517
AG_670_O07	AG_670_O07_c	1166008	1213493
AG_670_O07	AG_670_O07_c	1301338	1373953
AG_670_O07	AG_670_O07_c	1587620	1601072
AG_670_O07	AG_670_O07_c	220308	226480
AG_670_O07	AG_670_O07_c	312172	369008
AG_670_O07	AG_670_O07_c	618758	630136
AG_670_O07	AG_670_O07_c	656859	705392
AG_670_O07	AG_670_O07_c	765545	779016
AG_670_O07	AG_670_O07_c	797831	820885
AG_670_O07	AG_670_O07_c	914505	976562
AG_670_O07	AG_670_O07_c	1060252	1082318
AG_670_O09	AG_670_O09_c	338192	367439
AG_670_O09	AG_670_O09_c	596901	702445
AG_670_O09	AG_670_O09_c	907097	984735
AG_670_O09	AG_670_O09_c	1110103	1118564
AG_670_O09	AG_670_O09_c	1305392	1342555
AG_670_O11	AG_670_O11_c	34445	42101
AG_670_O11	AG_670_O11_c	620089	702457
AG_670_O11	AG_670_O11_c	775975	779643
AG_670_O11	AG_670_O11_c	1138088	1216225
AG_670_O11	AG_670_O11_c	1305384	1342602
AG_670_O13	AG_670_O13_c	38708	47841
AG_670_O13	AG_670_O13_c	1549558	1555760
AG_670_O13	AG_670_O13_c	1574946	1583117
AG_670_O13	AG_670_O13_c	64097	68481
AG_670_O13	AG_670_O13_c	123552	142520
AG_670_O13	AG_670_O13_c	290569	298311
AG_670_O13	AG_670_O13_c	758147	792605
AG_670_O13	AG_670_O13_c	931640	990080
AG_670_O13	AG_670_O13_c	1045441	1109026
AG_670_O13	AG_670_O13_c	1173136	1264416
AG_670_O13	AG_670_O13_c	1351611	1404938
AG_670_O17	AG_670_O17_c	36775	43952
AG_670_O17	AG_670_O17_c	1074660	1125897
AG_670_O17	AG_670_O17_c	1154326	1216828
AG_670_O17	AG_670_O17_c	1306401	1369093
AG_670_O17	AG_670_O17_c	321999	364675
AG_670_O17	AG_670_O17_c	474921	482723
AG_670_O17	AG_670_O17_c	637851	663154
AG_670_O17	AG_670_O17_c	687839	711954
AG_670_O17	AG_670_O17_c	764628	777017
